,Series Name,Description,Frequency,Start,End
10734,FA544090085.Q,"Life insurance companies, separate accounts; total financial assets ",Q,12-31-1946,09-30-2014
10735,FL544090005.A,Life insurance companies; total financial assets ,A,12-31-1945,12-31-2013
10736,FU826006005.Q,Domestic business; net saving including net capital transfers paid,Q,12-31-1946,09-30-2014
10737,FA114104005.A,Nonfinancial noncorporate business; credit market instruments; liability,A,12-31-1946,12-31-2013
10738,FR503192003.A,Funding corporations; foriegn direct investment in U.S.; liability,A,12-31-1946,12-31-2013
10739,FU593073005.A,Pension funds; claims of pension fund on sponsor; asset,A,12-31-1946,12-31-2013
10740,FV158090185.Q,Households and nonprofit organizations; total other volume changes (IMA),Q,12-31-1946,09-30-2014
10741,FU794010005.A,Financial business; net interbank transactions; asset,A,12-31-1946,12-31-2013
10742,FU266400101.Q,Rest of the world; current taxes and transfer payments received,Q,12-31-1946,09-30-2014
10743,FU543093005.Q,Life insurance companies; unidentified miscellaneous assets,Q,12-31-1946,09-30-2014
10744,FU793181115.A,Financial business; other equity; liability (IMA),A,12-31-1946,12-31-2013
10745,FU205400003.A,"State and local governments; capital transfers received, other (includes disaster-related payments by BP to state and local governments for the 2010 Gulf oil spill) ",A,12-31-1946,12-31-2013
10746,FR153064105.Q,Households and nonprofit organizations; corporate equities; asset,Q,12-31-1946,09-30-2014
10747,FU796130001.A,Financial business; interest paid (IMA),A,12-31-1946,12-31-2013
10748,FR774090005.A,Captive financial institutions and money lenders; total financial assets,A,12-31-1946,12-31-2013
10749,FL313152025.A,Federal government; retirement entitlements; liability ,A,12-31-1945,12-31-2013
10750,FR544004075.Q,"Life insurance companies, general accounts; credit market instruments; asset",Q,12-31-1946,09-30-2014
10751,FL113169205.A,Nonfinancial noncorporate business; U.S. government loans; liability,A,12-31-1945,12-31-2013
10752,FL814194005.A,Other financial corporations; total liabilities and equity,A,12-31-1945,12-31-2013
10753,FL753063005.A,"Foreign banking offices in the U.S., including IBFs; corporate and foreign bonds; asset",A,12-31-1945,12-31-2013
10754,FR893065405.Q,All sectors; multifamily residential mortgages; asset,Q,12-31-1946,09-30-2014
10755,FL884000005.Q,All domestic sectors; total currency and deposits; asset,Q,12-31-1945,09-30-2014
10756,FL503034003.Q,Funding corporations; money market mutual fund shares; asset,Q,12-31-1945,09-30-2014
10757,FU543092073.Q,"Life insurance companies, general accounts; U.S. direct investment abroad; asset",Q,12-31-1946,09-30-2014
10758,FU573034055.A,"Private defined contribution pension funds, including 403(b) plans; money market mutual fund shares; asset",A,12-31-1946,12-31-2013
10759,FA112010005.Q,Nonfinancial noncorporate business; nonfinancial assets ,Q,12-31-1946,09-30-2014
10760,FU796121101.A,Financial business; dividends received (IMA),A,12-31-1946,12-31-2013
10761,FV218090185.A,"State and local governments, excluding employee retirement funds; total other volume changes (IMA)",A,12-31-1946,12-31-2013
10762,FU794004005.A,Financial business; credit market instruments; asset,A,12-31-1946,12-31-2013
10763,FU266900005.Q,Rest of the world; foreign outlays to U.S.,Q,12-31-1946,09-30-2014
10764,FU543131503.Q,Life insurance companies; IRAs; liability,Q,03-31-2007,06-30-2014
10765,FU573034043.A,Private defined benefit pension funds; money market mutual fund shares; asset,A,12-31-1946,12-31-2013
10766,FU796122001.A,"Financial business; withdrawals from income of quasi-corporations, paid (IMA)",A,12-31-1946,12-31-2013
10767,FR883065005.A,All domestic sectors; total mortgages; asset,A,12-31-1946,12-31-2013
10768,FU156130101.Q,Households and nonprofit organizations; interest received (IMA),Q,12-31-1946,09-30-2014
10769,FU344004025.A,Federal government retirement funds; defined contribution plans credit market instruments; asset,A,12-31-1946,12-31-2013
10770,FR313161505.Q,"Federal government; Treasury securities, including U.S. savings securities; liability",Q,12-31-1946,09-30-2014
10771,FL803096005.A,Other financial intermediaries except insurance companies and pension funds; other accounts receivable; asset (IMA),A,12-31-1945,12-31-2013
10772,FU893192201.A,All sectors; reinvested earnings on foreign direct investment in U.S.; paid (IMA),A,12-31-1946,12-31-2013
10773,FU115400005.Q,Nonfinancial noncorporate business; capital transfers received,Q,12-31-1946,09-30-2014
10774,FU893131573.A,All sectors; IRAs; liability,A,12-31-1982,12-31-2013
10775,FL643065405.Q,Real estate investment trusts; multifamily residential mortgages; asset,Q,12-31-1945,09-30-2014
10776,FR473061105.Q,Credit unions; Treasury securities; asset,Q,12-31-1946,09-30-2014
10777,FA403065485.Q,Government-sponsored enterprises; other multifamily residential mortgages; asset,Q,12-31-1946,09-30-2014
10778,FA403065495.Q,Government-sponsored enterprises; securitized multifamily residential mortgages; asset,Q,12-31-1946,09-30-2014
10779,FU163020005.Q,Nonprofit organizations; checkable deposits and currency; asset,Q,12-31-1946,09-30-2014
10780,FU315410073.A,"Federal government; capital transfers paid, disaster-related insurance benefits",A,12-31-1946,12-31-2013
10781,FU315410093.A,Federal government; capital transfers paid to financial corporations under the financial stabilization program,A,12-31-1946,12-31-2013
10782,FU513063603.Q,Property-casualty insurance companies; mortgage-backed securities and other asset-backed bonds; asset,Q,12-31-1946,09-30-2014
10783,FU513064105.Q,Property-casualty insurance companies; corporate equities; asset,Q,12-31-1946,09-30-2014
10784,FU512150003.A,Property-casualty insurance companies; security repurchase agreements; liability,A,12-31-1946,12-31-2013
10785,FA205400003.A,"State and local governments; capital transfers received, other (includes disaster-related payments by BP to state and local governments for the 2010 Gulf oil spill) ",A,12-31-1946,12-31-2013
10786,FA164190005.Q,Nonprofit organizations; total liabilities ,Q,12-31-1946,09-30-2014
10787,FL113169535.A,Nonfinancial noncorporate business; finance companies loans; liability,A,12-31-1945,12-31-2013
10788,FR543090005.A,Life insurance companies; total miscellaneous assets,A,12-31-1946,12-31-2013
10789,FA403193005.A,Government-sponsored enterprises; unidentified miscellaneous liabilities,A,12-31-1946,12-31-2013
10790,FL814122005.A,Other financial corporations; debt securities; liability ,A,12-31-1945,12-31-2013
10791,FL403193005.Q,Government-sponsored enterprises; unidentified miscellaneous liabilities,Q,12-31-1945,09-30-2014
10792,FA763020005.A,U.S.-chartered depository institutions; vault cash and reserves at the Federal Reserve; asset,A,12-31-1946,12-31-2013
10793,FR315013265.A,"Federal government; nonresidential equipment, current cost basis",A,12-31-1946,12-31-2013
10794,FU763065105.Q,"U.S.-chartered depository institutions; home mortgages, including farm houses; asset",Q,12-31-1946,09-30-2014
10795,FL363020005.Q,General government (consolidated); checkable deposits and currency; asset,Q,12-31-1945,09-30-2014
10796,FU405013005.Q,"Government-sponsored enterprises; gross fixed investment, nonresidential structures, equipment, and intellectual property products",Q,12-31-1946,09-30-2014
10797,FA313011105.Q,Federal government; monetary gold and SDRs; asset,Q,12-31-1946,09-30-2014
10798,FA156404105.Q,Households and nonprofit organizations; social benefits received,Q,12-31-1946,09-30-2014
10799,FR883081005.Q,All domestic sectors; equity and investment fund shares; asset (IMA),Q,12-31-1946,09-30-2014
10800,FU106231005.A,Nonfinancial corporate business; taxes on corporate income,A,12-31-1946,12-31-2013
10801,FR153061505.A,"Households and nonprofit organizations; Treasury securities, including U.S. savings bonds; asset",A,12-31-1946,12-31-2013
10802,FA264194095.A,"Rest of the world; total liabilities and equity, including financial derivatives",A,12-31-1946,12-31-2013
10803,FU784090005.A,Private depository institutions and money market mutual funds; total financial assets ,A,12-31-1946,12-31-2013
10804,FA113020005.Q,Nonfinancial noncorporate business; checkable deposits and currency; asset ,Q,12-31-1946,09-30-2014
10805,FA113030003.A,Nonfinancial noncorporate business; total time and savings deposits; asset,A,12-31-1946,12-31-2013
10806,FU714022005.Q,Monetary authority; debt securities; asset,Q,12-31-1946,09-30-2014
10807,FA804190005.Q,Other financial intermediaries except insurance companies and pension funds; total liabilities,Q,12-31-1946,09-30-2014
10808,FR010000066.A,Financial soundness indicator; liquid assets as a percent of short-term liabilties,A,12-31-2010,12-31-2013
10809,FR010000076.A,Financial soundness indicator; residential real estate prices (year-over-year percent change),A,12-31-1946,12-31-2013
10810,FR114090005.Q,Nonfinancial noncorporate business; total financial assets,Q,12-31-1946,09-30-2014
10811,FR103169100.Q,Nonfinancial corporate business; commercial paper; liability,Q,12-31-1946,09-30-2014
10812,FA583052005.A,"Insurance companies and pension funds; insurance, pension and standardized guarantee schemes; asset (IMA)",A,12-31-1946,12-31-2013
10813,FU714090005.A,Monetary authority; total financial assets,A,12-31-1946,12-31-2013
10814,FU896402101.A,"All sectors; operating surplus, net (IMA)",A,12-31-1946,12-31-2013
10815,FL733063003.Q,Holding companies; corporate and foreign bonds; asset,Q,12-31-1945,09-30-2014
10816,FR663061703.A,Security brokers and dealers; agency- and GSE-backed securities; asset,A,12-31-1946,12-31-2013
10817,FR383069105.A,Domestic nonfinancial sectors; commercial paper; asset,A,12-31-1946,12-31-2013
10818,FR383078005.Q,Domestic nonfinancial sectors; taxes receivable; asset,Q,03-31-1952,09-30-2014
10819,FU794022005.Q,Financial business; debt securities; asset,Q,12-31-1946,09-30-2014
10820,FR793066005.Q,Financial business; consumer credit; asset,Q,12-31-1946,09-30-2014
10821,FR263192005.A,"Rest of the world; U.S. direct investment abroad, including Netherlands Antillean Financial subsidiaries; liability (current cost)",A,12-31-1946,12-31-2013
10822,FL883052025.Q,All domestic sectors; retirement entitlements; asset (IMA),Q,12-31-1945,09-30-2014
10823,FU116025001.A,Nonfinancial noncorporate business; compensation of employees paid ,A,12-31-1946,12-31-2013
10824,FA105020005.Q,Nonfinancial corporate business; inventories including IVA ,Q,12-31-1946,09-30-2014
10825,FA115400003.A,"Nonfinancial noncorporate business; capital transfers received, other",A,12-31-1946,12-31-2013
10826,FR383170005.A,Domestic nonfinancial sectors; trade payables; liability,A,12-31-1946,12-31-2013
10827,FL145020005.Q,Nonfinancial business; inventories,Q,12-31-1945,09-30-2014
10828,FL143076005.Q,Nonfinancial business; insurance receivables due from property-casualty insurance companies; asset,Q,12-31-1945,09-30-2014
10829,FL153166000.A,Households and nonprofit organizations; consumer credit; liability,A,12-31-1945,12-31-2013
10830,FA666000105.A,Security brokers and dealers; gross saving including foreign earnings retained abroad ,A,12-31-1946,12-31-2013
10831,FA666000105.Q,Security brokers and dealers; gross saving including foreign earnings retained abroad ,Q,12-31-1946,09-30-2014
10832,FR503190005.Q,Funding corporations; total miscellaneous liabilities,Q,12-31-1946,09-30-2014
10833,FU895090005.A,All sectors; gross investment,A,12-31-1946,12-31-2013
10834,FL803164105.Q,Other financial intermediaries except insurance companies and pension funds; corporate equities; liability,Q,12-31-1945,09-30-2014
10835,FA223065043.A,State and local government employee defined benefit retirement funds; total mortgages; asset,A,12-31-1946,12-31-2013
10836,FU543092473.A,"Life insurance companies, general accounts; equity in FHLB; asset",A,12-31-1946,12-31-2013
10837,FU784041005.A,Private depository institutions and money market mutual funds; short-term loans including repurchase agreements; asset,A,12-31-1946,12-31-2013
10838,FR153064205.A,Households and nonprofit organizations; mutual fund shares; asset,A,12-31-1946,12-31-2013
10839,FU796121073.Q,Financial business; net dividends paid,Q,12-31-1946,09-30-2014
10840,FU796130101.A,Financial business; interest received (IMA),A,12-31-1946,12-31-2013
10841,FU753061703.Q,Foreign banking offices in the U.S.; agency- and GSE-backed securities; asset,Q,12-31-1946,09-30-2014
10842,FU743135005.Q,Banks in U.S.-affiliated areas; large time deposits; liability,Q,12-31-1946,09-30-2014
10843,FU794022605.Q,Financial business; long-term debt securities; asset,Q,12-31-1946,09-30-2014
10844,FU156600013.A,Households and nonprofit organizations; employer contributions for government social insurance paid,A,12-31-1946,12-31-2013
10845,FU713068513.A,Monetary authority; depository institution loans n.e.c. to funding corporations (Maiden Lane LLC); asset,A,12-31-1946,12-31-2013
10846,FR893065405.A,All sectors; multifamily residential mortgages; asset,A,12-31-1946,12-31-2013
10847,FR263192101.A,Rest of the world; U.S. direct investment abroad: equity; liability (current cost),A,12-31-1983,12-31-2013
10848,FA153052505.A,Households and nonprofit organizations; entitlements to non-pension benefits; asset (IMA),A,12-31-1946,12-31-2013
10849,FR503181115.A,Funding corporations; other equity; liability (IMA),A,12-31-1946,12-31-2013
10850,FL794041005.Q,Financial business; short-term loans including repurchase agreements; asset,Q,12-31-1945,09-30-2014
10851,FU705013005.Q,"Private depository institutions; gross fixed investment, nonresidential structures, equipment, and intellectual property products",Q,12-31-1946,09-30-2014
10852,FU894010005.Q,All sectors; total net interbank transactions; asset,Q,12-31-1946,09-30-2014
10853,FR763067003.Q,U.S.-chartered depository institutions; security credit; asset,Q,12-31-1946,09-30-2014
10854,FL743065003.A,Banks in U.S.-affiliated areas; total mortgages; asset,A,12-31-1945,12-31-2013
10855,FA206901001.A,State and local governments; consumption expenditures,A,12-31-1946,12-31-2013
10856,FA205420003.A,State and local governments; acquisition of nonproduced nonfinancial assets (net),A,12-31-1946,12-31-2013
10857,FU826300003.Q,"Domestic business; consumption of fixed capital, equipment, software, and structures, current cost basis (NIPA basis)",Q,12-31-1946,09-30-2014
10858,FA673061703.Q,Issuers of asset-backed securities; agency- and GSE-backed securities; asset,Q,12-31-1946,09-30-2014
10859,FL153166100.Q,Households and nonprofit organizations; revolving consumer credit; liability,Q,12-31-1945,09-30-2014
10860,FR673061103.A,Issuers of asset-backed securities; Treasury securities; asset,A,12-31-1946,12-31-2013
10861,FR643065075.Q,Mortgage real estate investment trusts; total mortgages; asset,Q,12-31-1946,09-30-2014
10862,FL153165105.Q,Households and nonprofit organizations; home mortgages; liability,Q,12-31-1945,09-30-2014
10863,FL543195373.Q,"Life insurance companies, general accounts; policy and contract claims; liability",Q,12-31-1945,09-30-2014
10864,FL113034003.Q,Nonfinancial noncorporate business; money market mutual fund shares; asset,Q,12-31-1945,09-30-2014
10865,FL844041005.A,"Monetary authority, private depository institutions, and money market mutual funds; short-term loans including repurchase agreements; asset",A,12-31-1945,12-31-2013
10866,FL263081205.Q,Rest of the world; investment fund shares; asset ,Q,12-31-1945,09-30-2014
10867,FL794022005.A,Financial business; debt securities; asset,A,12-31-1945,12-31-2013
10868,FA804122005.A,Other financial intermediaries except insurance companies and pension funds; debt securities; liability ,A,12-31-1946,12-31-2013
10869,FR363030205.A,General government (consolidated); other deposits including time and savings deposits; asset (IMA),A,12-31-1946,12-31-2013
10870,FR663096005.A,Security brokers and dealers; other accounts receivable; asset (IMA),A,12-31-1946,12-31-2013
10871,FA544090005.A,Life insurance companies; total financial assets ,A,12-31-1946,12-31-2013
10872,FR594190045.Q,Defined benefit pension funds; pension entitlements (total liabilities),Q,12-31-1946,09-30-2014
10873,FA265000005.A,Rest of the world; net lending (+) or borrowing (-) (financial account),A,12-31-1946,12-31-2013
10874,FA265400003.Q,"Rest of the world; capital transfers received, other ",Q,12-31-1946,09-30-2014
10875,FU513064203.Q,Property-casualty insurance companies; mutual fund shares; asset,Q,12-31-1946,09-30-2014
10876,FA263092151.Q,Rest of the world; foreign direct investment in U.S.: equity; asset (historical cost),Q,03-31-1982,09-30-2014
10877,FU663168005.A,Security brokers and dealers; depository institution loans n.e.c.; liability ,A,12-31-1946,12-31-2013
10878,FU503169205.Q,Funding corporations; U.S. government loans to TALF LLC and loans made under PPIP; liability,Q,12-31-1946,09-30-2014
10879,FU366150105.Q,General government (consolidated); property income (received),Q,12-31-1946,09-30-2014
10880,FU543064273.Q,"Life insurance companies, general accounts; mutual fund shares; asset",Q,12-31-1946,09-30-2014
10881,FU895090005.Q,All sectors; gross investment,Q,12-31-1946,09-30-2014
10882,FR763069143.A,U.S.-chartered depository institutions; commercial paper funded by borrowing from the Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility (AMLF); asset,A,12-31-1946,12-31-2013
10883,FA206601001.Q,State and local governments; contributions for government social insurance received ,Q,12-31-1946,09-30-2014
10884,FR595000005.Q,Pension funds; net lending (+) or borrowing (-) (financial account),Q,12-31-1946,09-30-2014
10885,FR603020005.A,Other financial intermediaries except insurance companies and pension funds; checkable deposits and currency; asset,A,12-31-1946,12-31-2013
10886,FL153090005.Q,Households and nonprofit organizations; total miscellaneous assets,Q,12-31-1945,09-30-2014
10887,FR653069100.A,Mutual funds; commercial paper; asset,A,12-31-1946,12-31-2013
10888,FA804190005.A,Other financial intermediaries except insurance companies and pension funds; total liabilities,A,12-31-1946,12-31-2013
10889,FU896150175.Q,All sectors; property income received from rest of world (net) (IMA),Q,12-31-1946,09-30-2014
10890,FU896220001.A,"All sectors; current taxes on income, wealth, etc. received (IMA)",A,12-31-1946,12-31-2013
10891,FL473013003.Q,Credit unions; depository institution reserves; asset,Q,03-31-1945,09-30-2014
10892,FA713193005.Q,Monetary authority; unidentified miscellaneous liabilities,Q,12-31-1946,09-30-2014
10893,FR114090005.A,Nonfinancial noncorporate business; total financial assets,A,12-31-1946,12-31-2013
10894,FL263098013.A,"Rest of the world; financial derivatives, gross at fair value; asset ",A,12-31-1945,12-31-2013
10895,FR263192151.Q,Rest of the world; U.S. direct investment abroad: equity; liability (historical cost),Q,03-31-1982,09-30-2014
10896,FU603030005.A,Other financial intermediaries except insurance companies and pension funds; total time and savings deposits; asset,A,12-31-1946,12-31-2013
10897,FL113020005.Q,Nonfinancial noncorporate business; checkable deposits and currency; asset ,Q,12-31-1945,09-30-2014
10898,FR583096005.A,Insurance companies and pension funds; other accounts receivable; asset (IMA),A,12-31-1946,12-31-2013
10899,FL105035005.A,Nonfinancial corporate business; real estate at market value,A,12-31-1945,12-31-2013
10900,FL105035045.A,"Nonfinancial corporate business; real estate, historical cost basis",A,12-31-1945,12-31-2013
10901,FA804122605.A,Other financial intermediaries except insurance companies and pension funds; long-term debt securities; liability,A,12-31-1946,12-31-2013
10902,FL584022405.A,Insurance companies and pension funds; short-term debt securities; asset,A,12-31-1945,12-31-2013
10903,FL614004005.Q,Finance companies; credit market instruments; asset,Q,12-31-1945,09-30-2014
10904,FA713164003.Q,Monetary authority; Federal Reserve bank stock; liability,Q,12-31-1946,09-30-2014
10905,FA643163083.A,Equity real estate investment trusts; corporate and foreign bonds; liability,A,12-31-1946,12-31-2013
10906,FR604041005.Q,Other financial intermediaries except insurance companies and pension funds; short-term loans including repurchase agreements; asset,Q,12-31-1946,09-30-2014
10907,FR114104005.Q,Nonfinancial noncorporate business; credit market instruments; liability,Q,12-31-1946,09-30-2014
10908,FR103165405.A,Nonfinancial corporate business; multifamily residential mortgages; liability,A,12-31-1946,12-31-2013
10909,FL803181115.Q,Other financial intermediaries except insurance companies and pension funds; other equity; liability (IMA),Q,12-31-1945,09-30-2014
10910,FL803196005.Q,Other financial intermediaries except insurance companies and pension funds; other accounts payable; liability (IMA),Q,12-31-1945,09-30-2014
10911,FR653131573.A,Mutual funds; IRAs; liability,A,12-31-1982,12-31-2013
10912,FA613065105.A,Finance companies; home mortgages; asset,A,12-31-1946,12-31-2013
10913,FL893093005.A,All sectors; unidentified miscellaneous assets,A,12-31-1945,12-31-2013
10914,FL903012005.Q,Instrument discrepancies; Treasury currency (seigniorage),Q,12-31-1945,09-30-2014
10915,FU603181115.Q,Other financial intermediaries except insurance companies and pension funds; other equity; liability (IMA),Q,12-31-1946,09-30-2014
10916,FA115019005.A,Nonfinancial noncorporate business; gross fixed investment,A,12-31-1946,12-31-2013
10917,FU835404005.Q,Private domestic sectors; disaster losses ,Q,12-31-1946,09-30-2014
10918,FU106403001.A,Nonfinancial corporate business; other current transfers paid,A,12-31-1946,12-31-2013
10919,FR702150005.A,Private depository institutions; federal funds and security repurchase agreements; liability,A,12-31-1946,12-31-2013
10920,FU753092605.A,"Foreign banking offices in the U.S., including IBFs; interbank transactions due from foreign affiliates; asset",A,12-31-1946,12-31-2013
10921,FA593093005.A,Pension funds; unidentified miscellaneous assets,A,12-31-1946,12-31-2013
10922,FL544004075.A,"Life insurance companies, general accounts; credit market instruments; asset",A,12-31-1945,12-31-2013
10923,FR673061703.Q,Issuers of asset-backed securities; agency- and GSE-backed securities; asset,Q,12-31-1946,09-30-2014
10924,FL263092001.A,Rest of the world; foreign direct investment in U.S.; asset (current cost),A,12-31-1945,12-31-2013
10925,FA804122005.Q,Other financial intermediaries except insurance companies and pension funds; debt securities; liability ,Q,12-31-1946,09-30-2014
10926,FL513062003.A,Property-casualty insurance companies; municipal securities and loans; asset,A,12-31-1945,12-31-2013
10927,FA657005005.Q,Mutual funds; sector discrepancy,Q,12-31-1946,09-30-2014
10928,FL743020003.A,Banks in U.S.-affiliated areas; checkable deposits and currency; asset,A,12-31-1945,12-31-2013
10929,FR663167005.A,Security brokers and dealers; security credit; liability,A,12-31-1946,12-31-2013
10930,FU826006005.A,Domestic business; net saving including net capital transfers paid,A,12-31-1946,12-31-2013
10931,FA673065105.A,Issuers of asset-backed securities; home mortgages; asset,A,12-31-1946,12-31-2013
10932,FA366901005.Q,General government (consolidated); consumption expenditures,Q,12-31-1946,09-30-2014
10933,FU223064153.Q,State and local government employee defined contribution retirement funds; corporate equities; asset,Q,12-31-1946,09-30-2014
10934,FL794000005.Q,Financial business; total currency and deposits; asset ,Q,12-31-1945,09-30-2014
10935,FL513061125.Q,"Property-casualty insurance companies; other Treasury securities, excluding Treasury bills; asset",Q,12-31-1945,09-30-2014
10936,FA654004005.A,Mutual funds; credit market instruments; asset,A,12-31-1946,12-31-2013
10937,FR363061705.A,General government (consolidated); agency- and GSE-backed securities; asset,A,12-31-1946,12-31-2013
10938,FR363061705.Q,General government (consolidated); agency- and GSE-backed securities; asset,Q,12-31-1946,09-30-2014
10939,FR663163003.Q,Security brokers and dealers; corporate and foreign bonds; liability,Q,12-31-1946,09-30-2014
10940,FU825430005.Q,Domestic business; capital account transactions (net),Q,12-31-1946,09-30-2014
10941,FA114035005.Q,Nonfinancial noncorporate business; total loans; asset,Q,12-31-1946,09-30-2014
10942,FA114090005.A,Nonfinancial noncorporate business; total financial assets,A,12-31-1946,12-31-2013
10943,FA367005005.A,General government (consolidated); sector discrepancy,A,12-31-1946,12-31-2013
10944,FA367005005.Q,General government (consolidated); sector discrepancy,Q,12-31-1946,09-30-2014
10945,FU223064145.A,State and local government employee defined benefit retirement funds; corporate equities; asset,A,12-31-1946,12-31-2013
10946,FA804122605.Q,Other financial intermediaries except insurance companies and pension funds; long-term debt securities; liability,Q,12-31-1946,09-30-2014
10947,FR010000046.Q,Financial soundness indicator; nonperforming loans as a percent of total gross loans,Q,03-31-2010,09-30-2014
10948,FR010000056.A,Financial soundness indicator; return on assets (percent),A,12-31-2010,12-31-2013
10949,FA316210001.A,Federal government; personal current taxes,A,12-31-1946,12-31-2013
10950,FU713068523.Q,Monetary authority; depository institution loans n.e.c. to funding corporations (AIG); asset,Q,12-31-1946,09-30-2014
10951,FU713068703.A,Monetary authority; loans to domestic banks through the discount window; asset,A,12-31-1946,12-31-2013
10952,FU316900005.A,Federal government; current expenditures,A,12-31-1946,12-31-2013
10953,FU796006403.Q,Financial business; undistributed corporate profits excluding CCAdj,Q,12-31-1946,09-30-2014
10954,FU884122005.Q,All domestic sectors; debt securities; liability,Q,12-31-1946,09-30-2014
10955,FU703081115.A,Private depository institutions; other equity; asset (IMA) ,A,12-31-1946,12-31-2013
10956,FL633061120.Q,"Money market mutual funds; Other Treasury securities, excluding Treasury bills; asset",Q,12-31-1945,09-30-2014
10957,FL153091003.A,Households and nonprofit organizations; private foreign deposits; asset,A,12-31-1945,12-31-2013
10958,FR104135005.Q,Nonfinancial corporate business; total loans; liability,Q,12-31-1946,09-30-2014
10959,FL423161705.Q,Government-sponsored enterprises and federally related mortgage pools; U.S. government agency securities; liability,Q,12-31-1945,09-30-2014
10960,FL113165405.Q,Nonfinancial noncorporate business; multifamily residential mortgages; liability,Q,12-31-1945,09-30-2014
10961,FA643165583.Q,Equity real estate investment trusts; commercial mortgages; liability,Q,12-31-1946,09-30-2014
10962,FL212090095.A,"State and local governments, excluding employee retirement funds; net worth (IMA)",A,12-31-1945,12-31-2013
10963,FL263092323.Q,"Rest of the world; foreign direct investment in U.S.: intercompany accounts, U.S. affiliates' liabilities; asset",Q,12-31-1982,09-30-2014
10964,FA803020005.Q,Other financial intermediaries except insurance companies and pension funds; checkable deposits and currency; asset,Q,12-31-1946,09-30-2014
10965,FA763064203.A,U.S.-chartered depository institutions; mutual fund shares; asset,A,12-31-1946,12-31-2013
10966,FA103062003.Q,Nonfinancial corporate business; municipal securities and loans; asset,Q,12-31-1946,09-30-2014
10967,FR174023005.A,Personal sector; securities and equities; asset,A,12-31-1946,12-31-2013
10968,FA893192201.A,All sectors; reinvested earnings on foreign direct investment in U.S.; paid (IMA),A,12-31-1946,12-31-2013
10969,FA703190005.A,Private depository institutions; miscellaneous liabilities,A,12-31-1946,12-31-2013
10970,FR263192141.Q,Rest of the world; U.S. direct investment abroad: equity; liability (market value),Q,03-31-1982,09-30-2014
10971,FU603020005.A,Other financial intermediaries except insurance companies and pension funds; checkable deposits and currency; asset,A,12-31-1946,12-31-2013
10972,FL113030003.Q,Nonfinancial noncorporate business; total time and savings deposits; asset,Q,12-31-1945,09-30-2014
10973,FA763127005.Q,U.S.-chartered depository institutions; checkable deposits; liability,Q,12-31-1946,09-30-2014
10974,FL263081115.Q,Rest of the world; other equity; asset (IMA) ,Q,12-31-1945,09-30-2014
10975,FL794035005.A,Financial business; total loans including repurchase agreements; asset,A,12-31-1945,12-31-2013
10976,FL703169175.Q,Private depository institutions; open market paper; liability,Q,12-31-1945,09-30-2014
10977,FL543131503.A,Life insurance companies; IRAs; liability,A,12-31-1981,12-31-2013
10978,FU894090005.A,All sectors; total financial assets ,A,12-31-1946,12-31-2013
10979,FU894190005.A,All sectors; total liabilities,A,12-31-1946,12-31-2013
10980,FR763066000.A,U.S.-chartered depository institutions; consumer credit; asset,A,12-31-1946,12-31-2013
10981,FA654090005.A,Mutual funds; total financial assets ,A,12-31-1946,12-31-2013
10982,FL743061703.Q,Banks in U.S.-affiliated areas; agency- and GSE-backed securities; asset,Q,12-31-1945,09-30-2014
10983,FA205430005.Q,State and local governments; capital account transactions (net) ,Q,12-31-1946,09-30-2014
10984,FA544090075.A,"Life insurance companies, general accounts; total financial assets ",A,12-31-1946,12-31-2013
10985,FL143081005.A,Nonfinancial business; shares other than equity; asset (IMA),A,12-31-1945,12-31-2013
10986,FU603093005.A,Other financial intermediaries except insurance companies and pension funds; unidentified miscellaneous assets,A,12-31-1946,12-31-2013
10987,FL113061003.A,Nonfinancial noncorporate business; total U.S. government securities; asset,A,12-31-1945,12-31-2013
10988,FL844090005.Q,"Monetary authority, private depository institutions, and money market mutual funds; total financial assets ",Q,12-31-1945,09-30-2014
10989,FA884122005.A,All domestic sectors; debt securities; liability,A,12-31-1946,12-31-2013
10990,FL703181105.A,Private depository institutions; equity and investment fund shares excluding mutual fund shares and money market fund shares; liability (IMA),A,12-31-1945,12-31-2013
10991,FL263192141.A,Rest of the world; U.S. direct investment abroad: equity; liability (market value),A,12-31-1982,12-31-2013
10992,FR763068005.A,"U.S.-chartered depository institutions, including IBFs; depository institution loans n.e.c.; asset ",A,12-31-1946,12-31-2013
10993,FL743061103.A,Banks in U.S.-affiliated areas; Treasury securities; asset,A,12-31-1945,12-31-2013
10994,FA205420003.Q,State and local governments; acquisition of nonproduced nonfinancial assets (net),Q,12-31-1946,09-30-2014
10995,FL544090005.Q,Life insurance companies; total financial assets ,Q,12-31-1945,09-30-2014
10996,FR594190005.A,Pension funds; total liabilities,A,12-31-1946,12-31-2013
10997,FL633062000.A,Money market mutual funds; municipal securities and loans; asset,A,12-31-1945,12-31-2013
10998,FA114090005.Q,Nonfinancial noncorporate business; total financial assets,Q,12-31-1946,09-30-2014
10999,FL693093005.A,Non-MMF investment funds; unidentified miscellaneous assets,A,12-31-1945,12-31-2013
11000,FU573063005.A,Private pension funds; corporate and foreign bonds; asset,A,12-31-1946,12-31-2013
11001,FU383069105.Q,Domestic nonfinancial sectors; commercial paper; asset,Q,12-31-1946,09-30-2014
